,title,description,sub_category,skills,num_skills
246,Supply Chain Finance and Blockchain Technology Specialization,"Master Supply Chain Finance & Blockchain. Learn how to assess, sell and implement Supply Chain Finance programs using cutting edge technology.",Finance,"['Blockchain Technology Implementation', 'Foreign Currency Risk Management', 'Accounts Receivable Management', 'Accounts Payable Management', 'Trade Finance Management', 'Marketing Supply Chain Finance Services', 'Designing a Supply Chain Finance Program', 'Risk Management of Supply Chain Finance', 'Financial Innovation', 'Blockchain Implementation in Supply Chain Finance', 'APIs for Trade Finance', 'Managing Accounts Receivable and Accounts Payable with Blockchain']",12
247,Oracle SQL Databases Specialization,Become Proficient with Oracle SQL Databases. Master creating and editing databases with Oracle SQL,Data Management,"['Insert and Modify Oracle SQL Databases', 'Delete from Oracle SQL Databases', 'Create Oracle SQL Databases']",3
248,Machine Learning for Trading Specialization,Start Your Career in Machine Learning for Trading. Learn the machine learning techniques used in quantitative trading.,Machine Learning,"['Finance', 'Trading', 'Investment', 'Machine Learning applied to Finance', 'Algorithmic Trading', 'Python Programming', 'Machine Learning', 'Reinforcement Learning Model Development', 'Reinforcement Learning Trading Algorithm Optimization', 'Reinforcement Learning Trading Strategy Development', 'Reinforcement Learning Trading Algo Development']",11
249,Software Development Lifecycle Specialization,Launch Your Career in Software Development. Master techniques and best practices for traditional and agile software project management.,Software Development,"['Lean Software Development', 'Kanban', 'Agile Software Development', 'Software Development Process', 'Software Development Kit (SDK)', 'Scrum (Software Development)', 'Application Security', 'Software Architecture', 'Software Testing', 'Software Design', 'Software Quality']",11
250,Autodesk CAD/CAM/CAE for Mechanical Engineering Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Mechanical Engineering,"['Computer-Aided Engineering (CAE)', 'Manufacturing Process Management', 'Computed Aided Design', 'Computer-Aided Manufacturing', 'Mechanical Engineering', 'Autodesk', 'Engineering', 'Fusion 360', 'Computer-Aided Design (CAD)', 'Modeling', 'Simulation', 'Engineering Design']",12
251,Design of Experiments Specialization,"Design, Develop and Improve Products and Processes. Be able to apply modern experimental techniques to improve existing products and processes and bring new products and processes to market faster",Probability and Statistics,"['Experimental Design', 'statistical Methods for Process and Product improvement', 'design of experiments', 'experiment design', 'designing experiments']",5
252,Creativity and AI Specialization,AI and Design Thinking for Creativity. Discover the world of creative AI while building your toolkit for innovative breakthroughs.,Design and Product,"['Artificial Intelligence (AI)', 'Innovation Strategies', 'Design Thinking', 'Business Applications', 'Applied Creativity', 'Machine Learning', 'Computational Creativity', 'Theories of Creativity', 'Organizational Transformation']",9
253,Strategic Management and Innovation Specialization,Manage 21st Century Business Strategy. Develop and implement an innovative business approach in just three courses.,Business Strategy,"['Strategic Management', 'Strategy Implementation', 'Strategic Thinking', 'Business Strategy', 'Strategic Planning', 'Decision-Making', 'Performance Management']",7
254,"Hotel Management: Distribution, Revenue and Demand Management Specialization",Build a Hospitality Business. Prepare for a professional career in the hotel industry in just three courses.,Leadership and Management,"['Pricing', 'Revenue Management', 'Forecasting', 'Hotel Management', 'Hospitality Management', 'Hospitality Management Studies', 'Segmentation Analysis', 'Demand Management', 'Asset Management']",9
255,Introduction to Business Specialization,"Jumpstart Your Business Management Career!. Adopt industry recommended best practices in business management, digital marketing, and finance.",Business Essentials,"['Strategic Planning', 'engagement', 'Storytelling', 'Expense Control', 'Leadership Style', 'Training And Development', 'Setting Objectives', 'Manage Expense Control', 'Analyze Financial Statements', 'Create a Forecast', 'Identify Capital Resources', 'Effective Use of Labor']",12
256,Entrepreneurial Finance: Strategy and Innovation Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Entrepreneurship,"['Blockchains', 'Entrepreneurial Finance', 'Entrepreneurship', 'Venture Capital', 'Finance', 'Valuation (Finance)', 'Startup Company', 'Cash Flow Analysis', 'Microsoft Excel', 'Venture Capital Financing', 'Cryptocurrency', 'Business Model']",12
257,Learning Linux for LFCA Certification Specialization,Become proficient with Linux. Learn Linux for LFCA Certification,Software Development,"['creating links to files and directories', 'updating packages', 'managing Linux File Systems', 'filtering text files', 'applying permissions', 'Cybersecurity', 'Information Technology', 'Linux', 'Virtual Machine', 'Version Control', 'Hypervisor', 'Use Case']",12
258,Getting started with Google Workspace Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Cloud Computing,"['Communication', 'Spreadsheet Software', 'Collaboration']",3
259,First Principles of Computer Vision Specialization,Master the First Principles of Computer Vision. Advance the mathematical and physical algorithms empowering computer vision ,Algorithms,"['perception', 'features and boundaries', 'Object Recognition', 'Camera and imaging', '3d reconstruction', 'Fourier Transform', 'High-Dynamic-Range (HDR) Imaging', 'Image Formation', 'Convolution and Deconvolution', 'Working Principles of a Camera', 'Scale Space', 'Active Contours']",12
260,Machine Learning and Reinforcement Learning in Finance Specialization,Reinforce Your Career: Machine Learning in Finance. Extend your expertise of algorithms and tools needed to predict financial markets.,Machine Learning,"['Predictive Modelling', 'Financial Engineering', 'Machine Learning', 'Tensorflow', 'Reinforcement Learning', 'option pricing and risk management', 'simple model for market dynamics', 'Q-learning using financial problems', 'optimal trading', 'Portfolio Optimization']",10
261,"Negotiation, Mediation and Conflict Resolution Specialization","Become a Successful Negotiator & Conflict Manager. Master strategies, acquire tools, and get professionals' golden rules for negotiations & mediations",Leadership and Management,"['Communication', 'Negotiation', 'Planning', 'Cross-Cultural Communication']",4
262,Fundamentals of Computing Specialization,Prepare for Advanced Computer Science Courses. Learn how to program and think like a Computer Scientist,Software Development,"['Recursion', 'Algorithms', 'Python Programming', 'Dynamic Programming', 'Programming Principles', 'Python Syntax And Semantics', 'Computer Programming', 'Logic Programming', 'Object-Oriented Programming (OOP)', 'Combinatorics', 'Tree (Data Structure)', 'Graph Theory']",12
263,Executive Data Science Specialization,Be The Leader Your Data Team Needs. Learn to lead a data science team that generates first-rate analyses in four courses.,Data Analysis,"['Data Science', 'Data Management', 'Data Analysis', 'Communication', 'Leadership', 'Machine Learning', 'Project', 'Team Building', 'Management', 'Team Management', 'Interpretation', 'Exploratory Data Analysis']",12
264,Django for Everybody Specialization,Build & deploy rich web applications using Django. Learn the fundamentals of building a full-featured web site using Django,Mobile and Web Development,"['Cascading Style Sheets (CSS)', 'HTML', 'JavaScript', 'SQL', 'Django (Web Framework)', 'Hypertext Transfer Protocol (HTTP)', 'Django Template Language', 'GET & POST', 'Object-Oriented Programming (OOP)', 'Cross-Site Scripting Forgery (CSRF)', 'User authentication', 'Sessions and cookies']",12
265,Social Media Marketing in Practice Specialization,"Develop Your Social Media Marketing Career. Like, Share, and Tweet your way to success with all the core Social Media Marketing skills required for the modern workplace.",Marketing,"['Digital transformation', 'Digital Marketing', 'Social Media Marketing', 'Content Marketing', 'Digital Strategy', 'Choose social media platforms and tools', 'Set up a social media experience for a business', 'Share and promote social content', 'Build and sustain a social media community', 'Plan a social media advertising strategy', 'Set up advertising on Snapchat', 'Uncover campaign insights using native Facebook and Snapchat analytics tools']",12
266,Agile Leadership Specialization,"Develop Agile Leadership Skills. Develop agile leadership skills by implementing change management, social psychology, and Agile principles and philosophy in business.",Leadership and Management,"['Agile Leadership', 'Agile Management', 'Scrum (Software Development)', 'Change Management', 'Project Management']",5
267,Palliative Care Always Specialization,Integrate palliative care into your daily practice. Master complex communication skills and learn tools to screen for palliative needs and offer basic palliative care.,Patient Care,"['Transition to Hospice', 'Palliative Care', 'Supportive Care', 'Symptom Assessment and Management', 'Effective Communication', 'Self-Care', 'Communication', 'Psychosocial Support', 'Goals of Care/ACP', 'symptom management', 'patient-centered care', 'Symptom Assessment']",12
268,Fundamentals of Flight mechanics Specialization,"Get hands-on understanding of Flight mechanics. Apply it to the critical review of a flight accident report, or to the set up of a flight test program, or for drafting the preliminary design of an airplane.",Physics and Astronomy,"['Airplane conception and validation', 'Flight dynamics', 'Applied aerodynamics', 'Aerospace Engineering', 'Flight mechanics']",5
269,Leading: Human Resource Management and Leadership Specialization,"Get ready for the Future of Work. Leading people and organisations to adapt, compete and succeed in a complex, global environment.",Leadership and Management,"['Strategic Thinking', 'Human Resources (HR)', 'Visionary leadership', 'Organisational design', 'Value Chain', 'Organisational leadership', 'Organisational alignment', 'Change planning', 'Motivation', 'Diversity and Inclusion', 'Communication', 'Staff Management']",12
270,Data Warehousing for Business Intelligence Specialization,Harness Business Data . Build a fully-optimized business data warehouse in five courses.,Data Analysis,"['Pentaho', 'Data Visualization (DataViz)', 'Data Warehouse', 'SQL', 'Database (DB) Design', 'Entity–Relationship (E-R) Model', 'Database (DBMS)', 'Extraction', 'Transformation And Loading (ETL)', 'Data Integration', 'Data Warehousing', 'Materialized View', 'Business Intelligence']",13
271,FinTech: Finance Industry Transformation and Regulation Specialization,"Develop your knowledge and skills in FinTech. Equip yourself to FinTech disruptive innovation, business opportunities and challenges ahead.",Business Strategy,"['Cryptocurrency', 'Financial Technology', 'fintech disruption', 'Blockchain']",4
272,Digital Signal Processing Specialization,Digital Signal Processing from theory to practice. Discover discrete-time signal and analyze them with the Fourier transform. Manipulate signals with filters. Move back and forth from the analog to the digital world and learn about digital data communication and real-time DSP. ,Electrical Engineering,"['Convulsion', 'Data Transmission', 'Audio processing', 'Ipython', 'Fourier Analysis']",5
273,Data Science: Statistics and Machine Learning Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Data Analysis,"['Machine Learning', 'Github', 'R Programming', 'Regression Analysis', 'Data Visualization (DataViz)', 'Statistics', 'Statistical Inference', 'Statistical Hypothesis Testing', 'Model Selection', 'Generalized Linear Model', 'Linear Regression', 'Random Forest']",12
274,"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization",Understand nature like a biologist.. Embark on a journey from the classroom to museums and nature reserves to gain a broad overview and appreciation of three important fields of biology.,Environmental Science and Sustainability,"['Inspecting specimens', 'Interpreting phylogenetic trees', 'Examining ideas', 'Recording observations', 'Identifying species']",5
275,Introduction to Financial Accounting: The Accounting Cycle Specialization,"Gain Practical Accounting Knowledge and Skills. In this hands-on Specialization you will practice completing each step of the accounting cycle within Microsoft Excel, from analyzing and recording the first financial transactions of the year all the way through starting the new fiscal year.",Finance,"['Practical Applications', 'Financial Statement', 'Practical Applications in Accounting', 'Accounting Cycle']",4
276,Good with Words: Speaking and Presenting Specialization,What would you say if you knew you could say it well?,Personal Development,"['Persuasion', 'Creativity', 'Communication', 'Tact', 'Confidence', 'Poise', 'Advocacy', 'Rhythm', 'Problem Solving', 'Dynamic Movement', 'Resilience', 'Optimism']",12
277,Fundamentals of Immunology Specialization,Learn basic concepts and vocabulary in immunology!. Analyze new developments in immunological therapies designed for the treatment of disease.,Basic Science,"['Viral', 'Virus', 'Immune Deficiency', 'Viral Strategies', 'Cancer']",5
278,Gender Analytics: Gender Equity through Inclusive Design Specialization,"Become an Expert in Gender-Based Analysis. Apply inclusive analytic techniques and human-centred design to generate innovative products, services, processes and policies using intersectional gender-based insights.",Leadership and Management,"['Gender Based Analysis', 'Analytics', 'Data Analysis', 'Design Thinking', 'Leadership', 'Business Analytics', 'Intersectional Analysis', 'Leadership Development', 'Innovation', 'Qualitative and Quantitative Data Analysis', 'Stakeholder Analysis', 'community engagement']",12
279,Data Science Foundations: Statistical Inference Specialization,Build Your Statistical Skills for Data Science. Master the Statistics Necessary for Data Science,Probability and Statistics,"['Inference', 'Statistics', 'Data Science', 'Probability', 'central limit theorem', 'continuous random variables', ""Bayes' Theorem"", 'discrete random variables']",8
280,Real-World Engineering Management Specialization,"Sponsored by AWS. Is software engineering management (EM or SDM) right for you? How do you get your first, or next, EM role? Learn software engineering management from Nancy Wang, one of the youngest directors of engineering and general managers at AWS, and 5 other top engineering managers who make hiring and promotion decisions in the industry. Learn the most common interview questions, and, more importantly, how to answer them to demonstrate to interviewers at Amazon, Google, Microsoft, and startups that you are most qualified to to lead their teams. And scale those teams to build the products that billions of people use billions of times per day.",Leadership and Management,"['Engineering Manager Interviews', 'Engineering management', 'Real-World Examples', 'Technical Program Management', 'Technology Leadership', 'People Management', 'Business Strategy', 'Cloud Engineering', 'Software Engineering', 'Program Management']",10
281,Hands-on Internet of Things Specialization,Gain real-world experience with IoT. Techniques and Concepts of  Internet of Things,Computer Security and Networks,"['Python Programming', 'Device Programming', 'Raspberry Pi', 'Machine Learning', 'Internet', 'Internet Of Things (IOT)', 'Wireless', 'Front And Back Ends', 'Service Discovery']",9
282,International Business Essentials Specialization,Learn Essential Skills for International Business. Prepare yourself for MBA study and a career in international business,Business Essentials,"['Delegation', 'Business Plan', 'Pest Analysis', 'Statistical Hypothesis Testing', 'Personal Branding', 'Leadership', 'Management', 'Management Styles', 'Change Management', 'Communication']",10
283,Qualitative Research Design and Methods for Public Health Specialization,Add Qualitative Methods to Your Research Toolkit!. Master Your Expertise in Research Design Data Collection & Data Analysis ft. MAXQDA Software,Public Health,"['Qualitative Research', 'Public Health Research', 'Data Analysis', 'Research Design', 'Research Methods']",5
284,"Organizational Leadership in Diversity, Equity & Inclusion Specialization",Build Discrimination Free Environments. Master an approach to understanding critical concepts for launching and strengthening DE&I initiatives.,Leadership and Management,"['DEI Strategy', 'Workplace Inclusion', 'Leadership And Management', 'DEI Strategic Planning', 'DEI Program Assessment']",5
285,Survey Data Collection and Analytics  Specialization,"Collect and analyze data, and communicate results. Learn to collect quality data and conduct insightful data analysis in six courses.",Data Analysis,"['Data Collection', 'Cluster Sampling', 'R Programming', 'Missing Data', 'Data Quality', 'Data Analysis', 'Data Generating Process']",7
286,The Fundamentals of Personal Finance Specialization,Learn the Money Skills You Need. Gain a better understanding of personal finance topics and how to implement strategies to meet your own financial goals.,Business Essentials,"['Personal Finance', 'Budget', 'Debt Management Plan', 'money', 'Retirement', 'Financial Planning (Business)', 'Credit Score', 'Taxes', 'goal setting', 'saving money', 'setting financial goals', 'paying for college']",12
287,Financial Reporting Specialization,Financial Reporting & Financial Statement Analysis. Learn financial accounting essentials to create and analyze an organization’s financial statements.,Business Essentials,"['Accounting', 'Accounting Analysis', 'Financial Statement']",3
288,Salesforce Fundamentals Specialization,Join an Ecosystem of Self-Starters in Salesforce. Learn the fundamentals to integrate the world's most powerful CRM into any organization.,Business Essentials,"['Data Management', 'Cloud Integration', 'Data Security', 'Automation', 'Cloud Computing']",5
289,Advanced Statistics for Data Science Specialization,"Familiarize yourself with fundamental concepts in probability and statistics, data analysis and linear models for Data Science. ",Math and Logic,"['R Programming', 'Linear Regression', 'Statistical Hypothesis Testing', 'Statistics', 'Linear Algebra', 'Confidence Interval', 'Biostatistics']",7
290,How to Start Your Own Business Specialization,How to Start A Business. In this course you will actually start a business and demystify the business creation process.,Entrepreneurship,"['Leadership', 'Lean Startup', 'Plan', 'Entrepreneurship']",4
291,Patient Safety Specialization,Become a Leader in Patient Safety. Master the strategies and tools to implement effective patient safety and quality initiatives.,Patient Care,"['Patient Care', 'Patient Safety', 'Comprehensive Unit-Based Safety Program (Cusp) Toolkit', 'Quality Improvement', 'Systems Thinking', 'Communication', 'Healthcare Leadership', 'Organizational Culture', 'Project Management', 'Design Thinking', 'Change Management', 'Project Planning']",12
292,Uncommon Sense Teaching Specialization,Advance Your Career in Teaching. Master strategies and tools to effectively reach and teach students based on leading edge insights,Education,"['social-emotional learning', 'online teaching', 'active learning', 'neurodiversity', 'Teaching', 'diversity', 'inclusive', 'teaching strategies', 'Lesson Plan', 'strategies in teaching', 'social emotional', 'teaching online']",12
293,Advanced Business Analytics Specialization,Gain Real-World Business Analytics Skills. Leverage data to solve complex business problems.,Business Essentials,"['Data Analysis', 'Data Visualization (DataViz)', 'Mathematical Optimization', 'SQL', 'Data Model', 'Data Quality', 'Regression Analysis', 'Data Cleansing', 'Predictive Modelling', 'Exploratory Data Analysis', 'Simulation', 'Business Analytics']",12
294,Digital Fashion Innovation Specialization,Digital Fashion Transformation and Digital Design. Experience the fashion revolution through design and production in a sustainable 3D environment.,Business Strategy,"['Digital Transformation in Fashion', 'Digital Fashion Design', 'Digitalization in Fashion', 'Fashion Merchandising', 'Fashion E-Commerce', 'Digital Collaboration', 'Sustainable Fashion Production', 'On-Demand Fashion Design', 'Blockchain', 'Artificial Intelligence (A.I.)', '3D Fashion Design', 'Metaverse']",12
295,Competitive Strategy and Organization Design Specialization,Excel in Competitive Strategy & Organization. Acquire theoretical knowledge & tools to master internal & external strategic management challenges ,Business Strategy,"['Organization Design', 'Strategic Management', 'Game Theory', 'Strategic Thinking', 'Competition (Economics)', 'Pricing', 'Marketing', 'Competitiveness', 'Business Strategy', 'Organizational Structure']",10
296,Computer Security and Systems Management Specialization,Practical Application to System Management. Learn how to securely design and manage enterprise systems utilizing mainstream operating systems,Security,"['Subnetwork', 'Cybersecurity', 'Enterprise System', 'Linux', 'Information Security (INFOSEC)']",5
297,Business English for Non-Native Speakers Specialization,Enhance Your Business English Communication. Master your proficiency in spoken and written English for Business purposes.,Business Essentials,"['Business Communication', 'Communication', 'Business Writing', 'Writing', 'Grammar', 'English Language']",6
298,Cloud Computing Law Specialization,Learn how the Law Regulates the Cloud. Master the main legal and regulatory implications of using and providing cloud computing services. ,Law,"['Cloud Services', 'General Data Protection Regulation (GDPR)', 'Cybersecurity', 'Contract Law', 'Cloud Computing', 'Intellectual Property', 'Contract Negotiations', 'Cybersecurity Regulation', 'International Transfers of Personal Data', 'Competition Law', 'Law Enforcement Access', 'Tax']",12
299,"Project Management: Tools, Approaches, Behavioural Skills  Specialization","Learn how to successfully manage your projects. Master technical tools, managerial approaches and behavioral tips to manage projects",Leadership and Management,"['Planning', 'Risk Management', 'Scope (Project Management)', 'controlling', 'Conflict Management', 'Project Management', 'Project Team', 'Project Planning', 'Schedule (Project Management)', 'Project Management Triangle', 'Cost Control', 'Project Risk Management']",12
300,Optical Engineering Specialization,Master Optical Design. Design high performance optical systems for a wide range of applications. ,Electrical Engineering,"['optical system specification', 'optimization of optical systems', 'optical design']",3
301,Android App Development Specialization,Launch Your Android App Development Career. Master the knowledge and skills necessary to develop maintainable mobile computing apps,Mobile and Web Development,"['Software Testing', 'Android Software Development', 'Java Programming', 'Junit', 'Logic Programming', 'Android Studio', 'Object-Oriented Programming (OOP)', 'Computer Programming', 'Concurrent Computing', 'Unit Testing']",10
302,Introduction to Public Relations and the Media Specialization,Launch Your Career in Public Relations. Learn strategies and tools to gain mastery in the field of public relations.,Marketing,"['Press Release', 'Public Relations', 'Branding', 'Influencers']",4
303,Cloud-Native Development with OpenShift and Kubernetes Specialization,"Explore the world of containerized applications. Learn what a containerized application is, and then learn about Kubernetes and the Red Hat OpenShift Container Platform (RHOCP) as container orchestration platforms.",Cloud Computing,"['Kubernetes', 'Containers', 'RHOCP', 'Openshift', 'Cloud Computing', 'Cloud Platforms', 'Cloud Applications']",7
304,Developing Your Musicianship Specialization,Develop your skills as a musician . Deepen your understanding of music theory to develop your skills as a musician.,Music and Art,"['Scales', 'Music', 'Chord', 'Jazz', 'Music theory', 'Aurally identify chords', 'Piano', 'Read lead sheets', 'Aurally identify musical intervals', 'Read music notation', 'Music Performance', 'Music composition']",12
305,Innovation: From Creativity to Entrepreneurship Specialization,Innovate in a Connected World. Learn about frameworks to manage and innovate in uncertainty,Leadership and Management,"['Creativity', 'Business Model', 'Entrepreneurship', 'Innovation Management', 'Innovation', 'Business Value', 'Management', 'Disruptive Innovation', 'Emotional Intelligence', 'Personal Productivity', 'Adaptibility', 'Problem Solving']",12
306,C++ Programming for Unreal Game Development Specialization,Learn C++ and how to use C++ in Unreal games,Software Development,"['Video Game Development', 'Game Programming', 'Unreal Engine (User Interface)', 'C++ (Programming Language)']",4
307,Mathematics for Engineers Specialization,"Learn the mathematics needed to become an engineer. Study  matrix algebra, differential equations, vector calculus, numerical methods and complete a capstone project.",Math and Logic,"['Differential Equations', 'Vector Calculus', 'Matrix Algebra', 'Numerical Analysis', 'Computational Fluid Dynamics (CFD)']",5
308,Marketing Mix Implementation Specialization,Take your product through the Marketing Mix. Master the Marketing Mix and take your product to new heights.,Marketing,"['Pricing', 'Communication', 'Product Management', 'Marketing', 'Customer Experience', 'Brand Engagement', 'Product Strategy', 'Brand Architecture', 'Brand and Product Management', 'Psychology', 'Price Discrimination', 'Pricing Strategies']",12
309,TensorFlow: Data and Deployment Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Machine Learning,"['Machine Learning', 'Tensorflow', 'advanced deployment', 'Object Detection', 'JavaScript', 'Convolutional Neural Network', 'TensorFlow.js', 'TensorFlow Lite', 'Mathematical Optimization', 'Artificial Neural Network', 'Extraction', 'Transformation And Loading (ETL)', 'Data Pipelines']",13
310,Content Strategy for Professionals Specialization,Create and implement engaging content.. Master communications strategies to make you and your enterprise stand out.,Marketing,"['Communication Strategy', 'Brand Management', 'Persona (User Experience)', 'Target Audience', 'Content Marketing', 'Content Creation']",6
311,Digital Marketing Strategy and Planning Specialization,"Drive Digital Marketing Strategy. Place digital strategy at the heart of your business and learn all the core skills required to think, lead, and execute in a digital world.",Marketing,"['Digital transformation', 'Digital Marketing', 'Content Marketing', 'Digital Strategy', 'Digital Research', 'Search Engine Marketing (SEM) Strategy', 'Display and Video Advertising Strategy', 'Social Media and Email Marketing Strategy', 'E-Commerce Strategy', 'Digital Channel Planning', 'Strategic Thinking', 'Strategy Execution']",12
312,Organizational Change and Culture for Adopting Google Cloud Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Cloud Computing,"['Organizational Culture', 'Business Transformation', 'Business Value', 'Business Strategy', 'Business Case Analysis', 'SRE Culture']",6
313,Foundations of Global Health Specialization,"Build skills to improve health & save lives. Learn foundational building blocks of humanitarian program planning, implementation, and evaluation.",Public Health,"['Nutrition', 'International Law', 'Humanitarian', 'Public Health']",4
314,Essentials of Corporate Finance Specialization,"Essentials of Corporate Finance. Learn the foundations of accounting, financial analysis and the measurement of value creation.",Finance,"['Financial Analysis', 'Corporate Finance', 'Financial Ratio', 'Balance Sheet', 'Ratio Analysis']",5
315,Python for Cybersecurity Specialization,Master Python for a variety of cybersecurity tasks. This Specialization provides an application-driven introduction to using Python for cybersecurity.,Security,"['pre-att&ck', 'Python Programming', 'Cybersecurity', 'attack and defend', 'Computer Programming', 'introduction to python for cybersecurity', 'Persistence', 'privilege escalation and evasion', 'Execution', 'active defense']",10
316,Object Oriented Java Programming: Data Structures and Beyond Specialization,Develop Powerful Interactive Software. Advance your software development knowledge in four comprehensive courses.,Software Development,"['Data Structure', 'Problem Solving', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Logic Programming', 'Sorting Algorithm', 'Trees (Data Structures)', 'Linked List', 'Binary Tree', 'Graphs', 'Search Algorithm', 'Graph Algorithms']",12
317,Integrative Nursing Specialization,"Patient-Centered, Relationship-Based Nursing Care. By the end of this specialization, you will be able to practice a patient-centered, relationship-based approach to nursing that utilizes a variety of integrative healing modalities.",Patient Care,"['integrative healthcare', 'wellbeing', 'patient-centered care', 'improved symptom management', 'evidence-based practice', 'symptom management', 'healthcare', 'Stress Management', 'Pain Management', 'whole-person care', 'Mindfulness', 'integrative medicine']",12
318,Accounting Data Analytics Specialization,"Develop Data Analytics Skills for Accountants. This specialization develops students’ skills of data preparation, data visualization, data analysis, data interpretation, and machine learning algorithms and their applications to real-world problems.",Data Analysis,"['Machine Learning', 'Python Programming', 'Data Visualization (DataViz)', 'Data Preparation', 'Exploratory Data Analysis', 'Data Analysis', 'Predictive Analytics', 'Data Architecture', 'Coding', 'Linear Regression', 'SQL', 'Text Analysis']",12
319,Habilidades Gerenciales  Specialization,Habilidades Gerenciales . Desarrolla habilidades para crecer en tu vida profesional,Personal Development,"['Delegation', 'Leadership', 'Coaching', 'Supervision']",4
320,Become a Journalist: Report the News! Specialization,"Launch Your Journalism Career. Develop journalistic skills for print, broadcast and social media platforms.",Music and Art,"['Journalism', 'Writing', 'Professional', 'News Writing', 'Multimedia']",5
321,Introduction to Electricity and Magnetism Specialization,"Understand the Electricity, Magnetism and Circuits. This specialization is equivalent to a one semester calculus-based introductory electromagnetism course, and will prepare you well for further coursework or independent study in science or engineering.",Physics and Astronomy,"['Calculus', 'Electronic Circuits', 'Physics', 'Force Fields', 'Electrical Engineering', 'Problem Solving']",6
322,Modern Big Data Analysis with SQL Specialization,Learn Data Analysis for Big Data. Master using SQL for data analysis on distributed big data systems ,Data Analysis,"['Cloud Storage', 'Data Analysis', 'Big Data', 'Cloudera', 'SQL', 'Database (DBMS)', 'Data Warehousing', 'Apache Hive', 'Apache Impala', 'Data Management', 'Distributed File Systems']",11
323,Clinical Data Science Specialization,Launch your career in Clinical Data Science. A six-course introduction to using clinical data to improve the care of tomorrow's patients.,Data Analysis,"['Implementation Science', 'Clinical Text Mining', 'R Programming', 'Computational Phenotyping', 'Data Quality Assessment']",5
324,Diseño y Gestión de Proyectos de Desarrollo Specialization,Diseña y gestiona proyectos de desarrollo... para mejorar vidas y acelerar el desarrollo económico y social en América Latina y el Caribe,Governance and Society,"['Sostenbilidad', 'Gestión de proyectos', 'Diseño de Proyectos', 'Planificación estratégica', 'Evaluación de necesidades', 'Control de proyecto', 'Sostenibilidad', 'Gestión de Recursos Humanos', 'Manejo del tiempo', 'Gestión de riesgos', 'Análisis e identificación de riesgos', 'Priorización de riesgos']",12
325,Memoir and Personal Essay: Write About Yourself Specialization,Write Your Story with Confidence. Learn from four published memoirists and essayists the tools and tricks to write your story,Music and Art,"['Creativity', 'Writing', 'Non-fiction Writing', 'Storytelling', 'Essay Writing', 'English Language', 'Creative Writing', 'memoir']",8
326,Improving Leadership & Governance in Nonprofit Organizations Specialization,Effective Leadership and Governance for Nonprofits. Develop leadership to help nonprofit organizations improve their governance effectiveness,Leadership and Management,"['Management', 'Strategic Leadership', 'Corporate Governance', 'Onboarding', 'Leadership Development']",5
327,Game Design and Development with Unity 2020 Specialization,Launch Your Career in Game Design and Development. Learn the theory and practice of game making using Unity 2020,Software Development,"['Video Game Development', 'Unity', 'video game', 'Game Design', 'technology', 'Game Making']",6
328,Health Information Literacy for Data Analytics Specialization,Launch Your Data Science Career in Healthcare. Transfer your data analysis skills to the complex world of healthcare,Health Informatics,"['Data Model', 'healthcare terminology', 'healthcare data']",3
329,Systems Biology and Biotechnology Specialization,"Expertise for Professionals and Students in Biotechnology and Biomedical Data Sciences. Learn Methodologies in Systems Biology Including: Bioinformatics, Dynamical Modeling, Genomics, Network and Statistical Modeling, Proteomics, Omics Technologies Single Cell Research Technologies",Biology,"['Biology', 'Molecular Biology', 'Dynamical Systems', 'Matlab']",4
330,TensorFlow 2 for Deep Learning Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Machine Learning,"['Tensorflow', 'keras', 'TensorFlow Probability', 'Probabilistic Neural Networks', 'Deep Learning', 'Probabilistic Neural Network', 'Generative Model', 'Probabilistic Programming Language (PRPL)']",8
331,Digital Transformation in Financial Services Specialization,Master the digital transformation of finance. Understand and leverage the digital dynamics to compete in the digital age of finance,Business Strategy,"['Digital Strategy', 'Open Banking', 'Innovation', 'Financial Technology', 'Financial Services', 'Business Ecosystem', 'Crowdfunding', 'Peer-To-Peer Lending']",8
332,Digital Transformation Using AI/ML with Google Cloud Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Cloud Computing,"['Organizational Culture', 'Business Transformation', 'Business Value', 'Business Strategy', 'Business Case Analysis']",5
333,Data Science with Databricks for Data Analysts Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Data Analysis,"['Data Science', 'Data Analysis', 'Machine Learning', 'Spark SQL', 'SQL', 'Databricks']",6
334,Healthcare Marketplace Specialization,Launch your career in the healthcare marketplace. Master your understanding of the complex and wealthy industry of healthcare.,Healthcare Management,"['Medical Device', 'Cost–Benefit Analysis', 'Healthcare Delivery Systems', 'Evaluation', 'Health Insurance', 'Healthcare Management', 'Insurance', 'Healthcare Marketing']",8
