,title,description,sub_category,skills,num_skills
70,Software Product Management Specialization,Create Better Software using Agile Practices. Master Agile development and effective interactions to drive the making of great software products,Design and Product,"['Software Requirements', 'Product Management', 'Scrum', 'agile', 'Project Management', 'Agile Software Development', 'Software Product Management', 'Software Project Management', 'Lean Software Development', 'Software Development Process', 'Scrum (Software Development)', 'User Story']",12
71,Foundations of Management Specialization,Boost Your Career with New Business Knowledge . Master Business Management Fundamentals,Leadership and Management,"['Accounting', 'Leadership', 'Finance', 'Marketing', 'Financial Accounting', 'Financial Statement', 'Balance Sheet', 'Dupont Analysis', 'Management Accounting', 'Business Analysis', 'Management Styles', 'Management']",12
72,Genomic Data Science Specialization,Be a next generation sequencing data scientist.. Master the tools and techniques at the forefront of the sequencing data revolution.,Data Analysis,"['Bioinformatics', 'Statistics', 'Data Science', 'Computational Biology', 'Biopython', 'Python Programming', 'Genomics', 'Bioinformatics Algorithms', 'Algorithms', 'Algorithms On Strings', 'Samtools', 'Unix']",12
73,Methods and Statistics in Social Sciences Specialization,"Critically Analyze Research and Results Using R. Learn to recognize sloppy science, perform solid research and do appropriate data analysis.",Governance and Society,"['Statistics', 'Statistical Inference', 'R Programming', 'Qualitative Research', 'Confidence Interval', 'Statistical Hypothesis Testing', 'Regression Analysis', 'Analysis Of Variance (ANOVA)']",8
74,"NoSQL, Big Data, and Spark Foundations Specialization","Springboard your Big Data career. Master fundamentals of NoSQL, Big Data, and Apache Spark with hands-on job-ready skills in machine learning and data engineering. ",Data Management,"['Apache Hadoop', 'Mongodb', 'Big Data', 'Apache Spark', 'NoSQL Databases', 'NoSQL', 'Cloud Database', 'Cloudant', 'Cassandra', 'SparkSQL', 'SparkML']",11
75,Think like a CFO Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Finance,"['Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Dupont Analysis', 'Management Accounting', 'Business Analysis', 'Finance', 'Corporate Finance', 'Financial Risk', 'Evaluation', 'Investment']",12
76,TensorFlow: Advanced Techniques Specialization,Expand your skill set and master TensorFlow. Customize your machine learning models through four hands-on courses! ,Machine Learning,"['Model Interpretability', 'Custom Training Loops', 'Custom and Exotic Models', 'Generative Machine Learning', 'Object Detection', 'Functional API', 'Custom Layers', 'Custom and Exotic Models with Functional API', 'Custom Loss Functions', 'Distribution Strategies', 'Basic Tensor Functionality', 'GradientTape for Optimization']",12
77,"Data Engineering, Big Data, and Machine Learning on GCP Specialization",Data Engineering on Google Cloud. Launch your career in Data Engineering. Deliver business value with big data and machine learning.,Machine Learning,"['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']",4
78,Mathematics for Machine Learning Specialization, Mathematics for Machine Learning. Learn about the prerequisite mathematics for applications in data science and machine learning ,Machine Learning,"['Eigenvalues And Eigenvectors', 'Principal Component Analysis (PCA)', 'Multivariable Calculus', 'Linear Algebra', 'Basis (Linear Algebra)', 'Transformation Matrix', 'Linear Regression', 'Vector Calculus', 'Gradient Descent', 'Dimensionality Reduction', 'Python Programming']",11
79,Modern and Contemporary Art and Design Specialization,"Explore Art and Ideas of Our Time. Develop a deeper understanding of artists’ and designers’ processes, and gain confidence in looking at and talking about art.",Music and Art,"['Photography', 'Design', 'Art', 'History', 'Museums', 'Creativity', 'Art History', 'Art Direction']",8
80,Agile Development Specialization,Drive to Value with Agile Methods . Master an adaptive approach to product development,Design and Product,"['hypothesis-driven development', 'Design Thinking', 'User Experience (UX)', 'agile', 'Lean Startup', 'agile user stories', 'User Experience Design (UXD)', 'Agile Software Development', 'Product Management', 'Software Development', 'Usability Testing', 'Continuous Delivery']",12
81,Career Success Specialization,Build Essential Skills for the Workplace. Improve your employability and advance in today’s dynamic workforce.,Business Essentials,"['Project Management', 'Information Technology (IT) Management', 'Communication', 'Negotiation', 'Leadership', 'Team Management', 'Task Management', 'Management', 'Planning', 'Plan', 'Accounting', 'Financial Ratio']",12
82,U.S. Federal Taxation Specialization,U.S. Federal Taxation of Individuals & Businesses. Learners will develop knowledge in U.S. federal taxation as applied to individuals and businesses. ,Business Essentials,"['Depreciation', 'Federal Tax Returns', 'Tax Law']",3
83,The Business of Music Production Specialization,Become a Business-Savvy Music Producer. Gain the knowledge and skills you need to launch your career as a music producer.,Music and Art,"['Copyright', 'Music production', 'Contracts', 'Pro Tools', 'Music recording', 'Music business', 'Revenue streams', 'Teambuilding', 'Audio Production', 'Music', 'Songwriting', 'Create music legally']",12
84,The Business of Health Care Specialization,Advance your career in health care management. Develop business skills and understand the American health care system to improve cost and quality.,Healthcare Management,"['Insurance', 'Health Economics']",2
85,Practical Data Science on the AWS Cloud Specialization,Become a cloud data science expert. Develop and scale your data science projects into the cloud using Amazon SageMaker,Machine Learning,"['Natural Language Processing with BERT', 'ML Pipelines and ML Operations (MLOps)', 'A/B Testing and Model Deployment', 'Data Labeling at Scale', 'Automated Machine Learning (AutoML)', 'Statistical Data Bias Detection', 'Multi-class Classification with FastText and BlazingText', 'Data ingestion', 'Exploratory Data Analysis', 'ML Pipelines and MLOps', 'Model Training and Deployment with BERT', 'Model Debugging and Evaluation']",12
86,Risk Management Specialization,Enhance Your Skills in Risk Management. Understand the theory and practice of risk management and the expected results from a successful risk management process.,Finance,"['Credit Risk Measurement and Management', 'Application of Financial Statistics and Probability', 'Market Risk Measurement and Management', 'Operational Risk Measurement and Management', 'Risk Management', 'Financial Risk', 'Leadership and Financial Risk Estimation and Management', 'Regulations', 'Credit Analysis', 'Financial Analysis', 'credit risk', 'Market Risk Management']",12
87,Music Production Specialization,Develop Your Creativity as a Music Producer . Learn the art and technology of music production to create professional music compositions.,Music and Art,"['Audio Recording', 'Music', 'Music production', 'Sound Design', 'Audio Editing', 'Audio Production', 'Songwriting', 'Music recording', 'MIDI', 'Pro Tools', 'music editing', 'Music mixing']",12
88,Google Cloud Database Engineer Specialization,Advance your cloud career in database engineering,Cloud Computing,"['Cloud Platforms', 'Cloud Storage', 'Google Cloud Platform', 'Google Compute Engine', 'Google App Engine (GAE)', 'Cloud Computing', 'MySQL', 'cloud sql', 'SQL Operations', 'Database (DBMS)', 'Data Management', 'Postgresql']",12
89,Architecting with Google Compute Engine Specialization,"Launch your career in Cloud Architecture. Design, develop, and manage cloud solutions to drive business objectives.",Cloud Computing,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Virtual Machine', 'Network Architecture', 'Debugging', 'Cloud Storage', 'Data Store', 'Load Balancing', 'Virtual Private Network (VPN)', 'Autoscaling']",12
90,Global Procurement and Sourcing Specialization,"Learn about Global Procurement and Sourcing. Reviews the key aspects of global procurement and sourcing, and the importance of procurement to the firm, its stakeholders, and suppliers. ",Leadership and Management,"['Negotiation', 'Contracts']",2
91,Entrepreneurship: Growing Your Business Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Business Strategy,"['Entrepreneurship', 'Leadership & Management', 'Innovation', 'Finance', 'HR Tech', 'Financial Accounting', 'Accounting', 'Financial Statement', 'Balance Sheet', 'Leadership', 'Business Ethics', 'Ethical Leadership']",12
92,Six Sigma Yellow Belt Specialization,Improve Your Career With Six Sigma Knowledge. Learn proven principles and tools to improve quality assurance in your organization,Leadership and Management,"['Project Management', 'Lean Six Sigma', 'Binomial Distribution', 'Six Sigma', 'Process Improvement', 'Lean Methods', 'Statistics', 'Data Analysis', 'Causality']",9
93,The DIY Musician Specialization,"Write, Record, and Produce Your Own Music. Learn how to produce your own music and launch your music career.",Music and Art,"['Crowdfunding', 'Music production', 'Social Media', 'Songwriting', 'Music recording', 'Music', 'Poetry', 'Audio Production', 'MIDI', 'Pro Tools', 'Music business', 'Marketing']",12
94,Algorithms Specialization,Learn To Think Like A Computer Scientist. Master the fundamentals of the design and analysis of algorithms.,Algorithms,"['Algorithms', 'Dynamic Programming', 'Greedy Algorithm', 'Divide And Conquer Algorithms', 'Randomized Algorithm', 'Sorting Algorithm', 'Graphs', 'Data Structure', 'Hash Table', 'Spanning Tree', 'Np-Completeness']",11
95,"Influencing: Storytelling, Change Management and Governance Specialization",Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Leadership and Management,"['Change Management', 'Communication', 'Negotiation', 'Risk governance']",4
96,Applied Data Science with R Specialization,Build Your Data Science Skills with R & SQL. Master the ability to transform data into information and insights.,Data Analysis,"['Shiny Dashboards', 'Data Analysis and Modelling', 'R Programmin Language', 'Data Visualization (DataViz)', 'SQL & RDBMS', 'Data Science', 'R Programming', 'Select (Sql)', 'Relational Databases (RDBMS)', 'Data Analysis', 'Statistical Analysis', 'Linear Regression']",12
97,Geographic Information Systems  (GIS) Specialization,"Map Your World With GIS. Explore the tools, concepts, and terminology of spatial analysis and modeling",Data Analysis,"['Geographic Information System (GIS)', 'Satellite', 'Imagery Analysis', 'Model Building', 'spatial visualization', 'Spatial Analysis', 'Data Analysis', 'Data Visualization (DataViz)', 'Software', 'Analytics', 'Workflow', 'Data Management']",12
98,Decentralized Finance (DeFi): The Future of Finance Specialization,Learn more about decentralized finance.. Understand the infrastructure of decentralized finance and assess opportunities in this space as well as screen out ideas that are likely to fail.,Finance,"['Cryptography', 'Smart Contract', 'Decentralized Protocols', 'governance', 'Blockchain Mechanics', 'Consensus mechanisms', 'digital signature', 'Address mechanics', 'Flash loans', 'Bonding curves', 'Set Protocol’s tokenization method', 'Mechanics of Compound and Aave']",12
99,Project Management & Other Tools for Career Development Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Business Essentials,"['Project Management', 'Risk Management', 'Communication', 'Negotiation', 'Project', 'Planning', 'Project Planning', 'Change Control', 'Change Management', 'Email Writing', 'Proofreading', 'Writing']",12
100,Project Management Principles and Practices Specialization,"Project Management Principles and Practices.  Work Better, Together",Business Essentials,"['Schedule', 'Project Management', 'Risk Management', 'Budget', 'Project', 'Planning', 'Project Planning', 'Budget Estimation', 'Change Control', 'Change Management']",10
101,Java Programming and Software Engineering Fundamentals Specialization,Explore a Career as a Software Engineer. Learn the basics of programming and software development,Software Development,"['HTML', 'JavaScript', 'Cascading Style Sheets (CSS)', 'Java Programming', 'Html5', 'Algorithms', 'Problem Solving', 'String (Computer Science)', 'Data Structure', 'Cryptography', 'Hash Table', 'Programming Principles']",12
102,MATLAB Programming for Engineers and Scientists Specialization,From Zero to MATLAB Hero in Three Courses.. Gain a solid foundation in computer programming and become a MATLAB expert.,Software Development,"['Matlab', 'Data Analysis', 'Object-Oriented Programming (OOP)', 'Image Processing', 'Computer Programming', 'Problem Solving', 'Programming Language']",7
103,Design Thinking Specialization,Embark On Your Design Journey. Master core competencies and deepen your practice.,Leadership and Management,"['Creativity', 'Strategic Thinking', 'Design Thinking', 'Innovation Management', 'Innovation']",5
104,Architecting with Google Kubernetes Engine Specialization,Discover how to produce visual data analytics and business insights with the powerful Python programming language.,Cloud Computing,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']",4
105,Security in Google Cloud Specialization,"Launch your career in Cloud Security. This self-paced Specialization gives a broad study of security controls, best practices, and techniques on Google Cloud.",Security,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']",4
106,Leading People and Teams Specialization,Leading Effectively. Learn proven management techniques in just four courses.,Leadership and Management,"['Vision Alignment', 'Talent Management', 'Goals and Rewards', 'Motivate Employees', 'Leadership', 'goal setting', 'Communication', 'Leadership Development', 'Onboarding', 'Coaching', 'Recruitment', 'Management']",12
107,Coding for Everyone: C and C++ Specialization,"Beginner to Programmer — Learn to Code in C & C++. Gain a deep understanding of computer programming by learning to code, debug, and solve complex problems with C and C++.",Software Development,"['Algorithms', 'C Programming', 'Coding', 'C++', 'Computer Programming', 'Graph Theory', 'C++11', 'Graph Algorithms', 'Standard Template Library']",9
